VTX,IDX,POSITION.x,POSITION.y,POSITION.z,POSITION.w,TEXCOORD0.x,TEXCOORD0.y,NORMAL.x,NORMAL.y,NORMAL.z,NORMAL.w,TANGENT.x,TANGENT.y,TANGENT.z,TANGENT.w,COLOR.x,COLOR.y,COLOR.z,COLOR.w,TEXCOORD1.x,TEXCOORD1.y,INSTANCE_TRANSFORM0.x,INSTANCE_TRANSFORM0.y,INSTANCE_TRANSFORM0.z,INSTANCE_TRANSFORM0.w,INSTANCE_TRANSFORM1.x,INSTANCE_TRANSFORM1.y,INSTANCE_TRANSFORM1.z,INSTANCE_TRANSFORM1.w,INSTANCE_TRANSFORM2.x,INSTANCE_TRANSFORM2.y,INSTANCE_TRANSFORM2.z,INSTANCE_TRANSFORM2.w,INSTANCE_LOD_PARAMS.x,INSTANCE_LOD_PARAMS.y,INSTANCE_LOD_PARAMS.z,INSTANCE_LOD_PARAMS.w,INSTANCE_TRANSFORM_PREV0.x,INSTANCE_TRANSFORM_PREV0.y,INSTANCE_TRANSFORM_PREV0.z,INSTANCE_TRANSFORM_PREV0.w,INSTANCE_TRANSFORM_PREV1.x,INSTANCE_TRANSFORM_PREV1.y,INSTANCE_TRANSFORM_PREV1.z,INSTANCE_TRANSFORM_PREV1.w,INSTANCE_TRANSFORM_PREV2.x,INSTANCE_TRANSFORM_PREV2.y,INSTANCE_TRANSFORM_PREV2.z,INSTANCE_TRANSFORM_PREV2.w
0,949,0.32093,0.03937,0.04938,1.00,-1.15332,2.81641,0.21603,0.79081,0.79081,0.33333,0.25513,0.06354,0.49951,0.00,1.00,0.00784,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1,950,0.32091,0.03478,0.04938,1.00,-1.13379,2.8125,0.15249,0.52395,0.85826,0.33333,0.46823,0.00782,0.41251,0.00,1.00,0.02745,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2,947,0.31588,0.03478,0.02751,1.00,-1.11914,2.875,0.00098,0.4653,0.49951,0.33333,0.50733,0.00,0.51906,0.00,1.00,0.02745,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
3,947,0.31588,0.03478,0.02751,1.00,-1.11914,2.875,0.00098,0.4653,0.49951,0.33333,0.50733,0.00,0.51906,0.00,1.00,0.02745,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
4,948,0.31588,0.03938,0.02368,1.00,-1.13672,2.88477,0.15543,0.86315,0.49951,0.33333,0.19257,0.11241,0.57967,0.00,1.00,0.02745,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
5,949,0.32093,0.03937,0.04938,1.00,-1.15332,2.81641,0.21603,0.79081,0.79081,0.33333,0.25513,0.06354,0.49951,0.00,1.00,0.00784,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
6,853,0.32587,0.03957,0.0491,1.00,-1.17676,2.81445,0.44379,0.99413,0.55132,0.33333,0.00196,0.44673,0.49365,0.00,1.00,0.00392,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
7,949,0.32093,0.03937,0.04938,1.00,-1.15332,2.81641,0.21603,0.79081,0.79081,0.33333,0.25513,0.06354,0.49951,0.00,1.00,0.00784,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
8,948,0.31588,0.03938,0.02368,1.00,-1.13672,2.88477,0.15543,0.86315,0.49951,0.33333,0.19257,0.11241,0.57967,0.00,1.00,0.02745,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
9,948,0.31588,0.03938,0.02368,1.00,-1.13672,2.88477,0.15543,0.86315,0.49951,0.33333,0.19257,0.11241,0.57967,0.00,1.00,0.02745,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
10,951,0.32195,0.04047,0.02745,1.00,-1.16113,2.87305,0.45552,0.99804,0.49951,0.33333,0.00196,0.45161,0.49267,0.00,1.00,0.01961,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
11,853,0.32587,0.03957,0.0491,1.00,-1.17676,2.81445,0.44379,0.99413,0.55132,0.33333,0.00196,0.44673,0.49365,0.00,1.00,0.00392,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
12,848,0.32093,0.03937,0.04938,1.00,-1.15625,2.8125,0.21603,0.79081,0.79081,0.33333,0.0088,0.42717,0.43891,0.00,1.00,0.00784,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
13,853,0.32587,0.03957,0.0491,1.00,-1.17676,2.81445,0.44379,0.99413,0.55132,0.33333,0.00196,0.44673,0.49365,0.00,1.00,0.00392,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
14,791,0.33707,0.04045,0.05403,1.00,-1.22363,2.80469,0.48192,0.99413,0.56794,0.33333,0.00,0.4741,0.48583,0.00,1.00,0.00,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
15,791,0.33707,0.04045,0.05403,1.00,-1.22363,2.80469,0.48192,0.99413,0.56794,0.33333,0.00,0.4741,0.48583,0.00,1.00,0.00,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
16,849,0.33605,0.03935,0.05571,1.00,-1.21875,2.79883,0.4477,0.60411,0.98534,0.33333,0.00391,0.44966,0.45161,0.00,1.00,0.01961,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
17,848,0.32093,0.03937,0.04938,1.00,-1.15625,2.8125,0.21603,0.79081,0.79081,0.33333,0.0088,0.42717,0.43891,0.00,1.00,0.00784,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
18,847,0.32091,0.03478,0.04938,1.00,-1.15332,2.79492,0.15249,0.52395,0.85826,0.33333,0.02835,0.39296,0.37146,0.00,1.00,0.02745,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
19,848,0.32093,0.03937,0.04938,1.00,-1.15625,2.8125,0.21603,0.79081,0.79081,0.33333,0.0088,0.42717,0.43891,0.00,1.00,0.00784,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
20,849,0.33605,0.03935,0.05571,1.00,-1.21875,2.79883,0.4477,0.60411,0.98534,0.33333,0.00391,0.44966,0.45161,0.00,1.00,0.01961,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
21,849,0.33605,0.03935,0.05571,1.00,-1.21875,2.79883,0.4477,0.60411,0.98534,0.33333,0.00391,0.44966,0.45161,0.00,1.00,0.01961,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
22,850,0.33605,0.03476,0.05571,1.00,-1.2168,2.78125,0.44477,0.49951,0.99609,0.33333,0.00293,0.46334,0.45552,0.00,1.00,0.02745,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
23,847,0.32091,0.03478,0.04938,1.00,-1.15332,2.79492,0.15249,0.52395,0.85826,0.33333,0.02835,0.39296,0.37146,0.00,1.00,0.02745,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
24,850,0.33605,0.03476,0.05571,1.00,-1.2168,2.78125,0.44477,0.49951,0.99609,0.33333,0.00293,0.46334,0.45552,0.00,1.00,0.02745,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
25,849,0.33605,0.03935,0.05571,1.00,-1.21875,2.79883,0.4477,0.60411,0.98534,0.33333,0.00391,0.44966,0.45161,0.00,1.00,0.01961,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
26,851,0.35819,0.03934,0.05571,1.00,-1.30957,2.79883,0.49951,0.59433,0.99022,0.33333,0.00,0.50049,0.49853,0.00,1.00,0.02745,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
27,851,0.35819,0.03934,0.05571,1.00,-1.30957,2.79883,0.49951,0.59433,0.99022,0.33333,0.00,0.50049,0.49853,0.00,1.00,0.02745,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
28,852,0.35819,0.03474,0.05571,1.00,-1.30957,2.78125,0.49951,0.49951,1.00,0.33333,0.00,0.50049,0.49951,0.00,1.00,0.02745,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
29,850,0.33605,0.03476,0.05571,1.00,-1.2168,2.78125,0.44477,0.49951,0.99609,0.33333,0.00293,0.46334,0.45552,0.00,1.00,0.02745,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
30,849,0.33605,0.03935,0.05571,1.00,-1.21875,2.79883,0.4477,0.60411,0.98534,0.33333,0.00391,0.44966,0.45161,0.00,1.00,0.01961,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
31,791,0.33707,0.04045,0.05403,1.00,-1.22363,2.80469,0.48192,0.99413,0.56794,0.33333,0.00,0.4741,0.48583,0.00,1.00,0.00,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
32,793,0.35921,0.04044,0.05403,1.00,-1.31445,2.80469,0.50049,0.99413,0.57185,0.33333,0.00,0.50049,0.49658,0.00,1.00,0.00,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
33,793,0.35921,0.04044,0.05403,1.00,-1.31445,2.80469,0.50049,0.99413,0.57185,0.33333,0.00,0.50049,0.49658,0.00,1.00,0.00,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
34,851,0.35819,0.03934,0.05571,1.00,-1.30957,2.79883,0.49951,0.59433,0.99022,0.33333,0.00,0.50049,0.49853,0.00,1.00,0.02745,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
35,849,0.33605,0.03935,0.05571,1.00,-1.21875,2.79883,0.4477,0.60411,0.98534,0.33333,0.00391,0.44966,0.45161,0.00,1.00,0.01961,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
36,852,0.35819,0.03474,0.05571,1.00,-1.30957,2.78125,0.49951,0.49951,1.00,0.33333,0.00,0.50049,0.49951,0.00,1.00,0.02745,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
37,851,0.35819,0.03934,0.05571,1.00,-1.30957,2.79883,0.49951,0.59433,0.99022,0.33333,0.00,0.50049,0.49853,0.00,1.00,0.02745,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
38,854,0.38428,0.03931,0.05571,1.00,-1.41699,2.79883,0.49951,0.59433,0.99022,0.33333,0.00,0.50049,0.49951,0.00,1.00,0.02745,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
39,854,0.38428,0.03931,0.05571,1.00,-1.41699,2.79883,0.49951,0.59433,0.99022,0.33333,0.00,0.50049,0.49951,0.00,1.00,0.02745,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
40,855,0.38428,0.03471,0.05571,1.00,-1.41699,2.78125,0.49951,0.49951,1.00,0.33333,0.00,0.50049,0.49951,0.00,1.00,0.02745,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
41,852,0.35819,0.03474,0.05571,1.00,-1.30957,2.78125,0.49951,0.49951,1.00,0.33333,0.00,0.50049,0.49951,0.00,1.00,0.02745,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
42,851,0.35819,0.03934,0.05571,1.00,-1.30957,2.79883,0.49951,0.59433,0.99022,0.33333,0.00,0.50049,0.49853,0.00,1.00,0.02745,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
43,793,0.35921,0.04044,0.05403,1.00,-1.31445,2.80469,0.50049,0.99413,0.57185,0.33333,0.00,0.50049,0.49658,0.00,1.00,0.00,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
44,858,0.38531,0.04041,0.05403,1.00,-1.42188,2.80469,0.50049,0.99511,0.56891,0.33333,0.00,0.50147,0.49951,0.00,1.00,0.04706,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
45,858,0.38531,0.04041,0.05403,1.00,-1.42188,2.80469,0.50049,0.99511,0.56891,0.33333,0.00,0.50147,0.49951,0.00,1.00,0.04706,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
46,854,0.38428,0.03931,0.05571,1.00,-1.41699,2.79883,0.49951,0.59433,0.99022,0.33333,0.00,0.50049,0.49951,0.00,1.00,0.02745,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
47,851,0.35819,0.03934,0.05571,1.00,-1.30957,2.79883,0.49951,0.59433,0.99022,0.33333,0.00,0.50049,0.49853,0.00,1.00,0.02745,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
48,792,0.35921,0.04158,0.03059,1.00,-1.31348,2.86719,0.50049,0.99902,0.49951,0.33333,0.00,0.50049,0.49462,0.00,1.00,0.06275,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
49,793,0.35921,0.04044,0.05403,1.00,-1.31445,2.80469,0.50049,0.99413,0.57185,0.33333,0.00,0.50049,0.49658,0.00,1.00,0.00,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
50,791,0.33707,0.04045,0.05403,1.00,-1.22363,2.80469,0.48192,0.99413,0.56794,0.33333,0.00,0.4741,0.48583,0.00,1.00,0.00,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
51,791,0.33707,0.04045,0.05403,1.00,-1.22363,2.80469,0.48192,0.99413,0.56794,0.33333,0.00,0.4741,0.48583,0.00,1.00,0.00,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
52,789,0.33707,0.0416,0.03412,1.00,-1.22266,2.85742,0.48485,0.99902,0.49951,0.33333,0.00,0.47898,0.49365,0.00,1.00,0.06275,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
53,792,0.35921,0.04158,0.03059,1.00,-1.31348,2.86719,0.50049,0.99902,0.49951,0.33333,0.00,0.50049,0.49462,0.00,1.00,0.06275,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
54,1001,0.38531,0.04155,0.03369,1.00,-1.4209,2.85938,0.49951,1.00,0.49951,0.33333,0.00,0.49853,0.50049,0.00,1.00,0.06275,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
55,858,0.38531,0.04041,0.05403,1.00,-1.42188,2.80469,0.50049,0.99511,0.56891,0.33333,0.00,0.50147,0.49951,0.00,1.00,0.04706,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
56,793,0.35921,0.04044,0.05403,1.00,-1.31445,2.80469,0.50049,0.99413,0.57185,0.33333,0.00,0.50049,0.49658,0.00,1.00,0.00,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
