VTX,IDX,POSITION.x,POSITION.y,POSITION.z,POSITION.w,TEXCOORD0.x,TEXCOORD0.y,NORMAL.x,NORMAL.y,NORMAL.z,NORMAL.w,TANGENT.x,TANGENT.y,TANGENT.z,TANGENT.w,COLOR.x,COLOR.y,COLOR.z,COLOR.w,TEXCOORD1.x,TEXCOORD1.y,INSTANCE_TRANSFORM0.x,INSTANCE_TRANSFORM0.y,INSTANCE_TRANSFORM0.z,INSTANCE_TRANSFORM0.w,INSTANCE_TRANSFORM1.x,INSTANCE_TRANSFORM1.y,INSTANCE_TRANSFORM1.z,INSTANCE_TRANSFORM1.w,INSTANCE_TRANSFORM2.x,INSTANCE_TRANSFORM2.y,INSTANCE_TRANSFORM2.z,INSTANCE_TRANSFORM2.w,INSTANCE_LOD_PARAMS.x,INSTANCE_LOD_PARAMS.y,INSTANCE_LOD_PARAMS.z,INSTANCE_LOD_PARAMS.w,INSTANCE_TRANSFORM_PREV0.x,INSTANCE_TRANSFORM_PREV0.y,INSTANCE_TRANSFORM_PREV0.z,INSTANCE_TRANSFORM_PREV0.w,INSTANCE_TRANSFORM_PREV1.x,INSTANCE_TRANSFORM_PREV1.y,INSTANCE_TRANSFORM_PREV1.z,INSTANCE_TRANSFORM_PREV1.w,INSTANCE_TRANSFORM_PREV2.x,INSTANCE_TRANSFORM_PREV2.y,INSTANCE_TRANSFORM_PREV2.z,INSTANCE_TRANSFORM_PREV2.w
2377,441,0.84315,0.48283,0.55456,1.00,0.20947,-2.84961,0.46139,0.49951,0.00098,0.33333,0.35582,0.97849,0.51026,0.00,1.00,0.01961,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2378,442,0.84067,0.81367,0.5546,1.00,2.48242,-3.51172,0.46139,0.49951,0.00098,0.33333,0.34897,0.97654,0.51026,0.00,1.00,0.00,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2379,438,0.51099,0.43685,1.00,1.00,1.49902,0.40161,0.0567,0.28543,0.4086,0.33333,0.23363,0.89638,0.35093,0.00,1.00,0.12549,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2380,439,0.51249,0.43532,1.00,1.00,1.48828,0.39844,0.0567,0.28543,0.4086,0.33333,0.16618,0.85435,0.38416,0.00,1.00,0.12549,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2381,437,0.52694,0.42771,0.91278,1.00,1.52246,0.01576,0.03519,0.39198,0.348,0.33333,0.26588,0.913,0.34213,0.00,1.00,0.12549,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2382,437,0.52694,0.42771,0.91278,1.00,1.52246,0.01576,0.03519,0.39198,0.348,0.33333,0.26588,0.913,0.34213,0.00,1.00,0.12549,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2383,436,0.52331,0.43685,0.91278,1.00,1.60938,0.04135,0.03519,0.39198,0.348,0.33333,0.42326,0.9609,0.32356,0.00,1.00,0.12549,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2384,438,0.51099,0.43685,1.00,1.00,1.49902,0.40161,0.0567,0.28543,0.4086,0.33333,0.23363,0.89638,0.35093,0.00,1.00,0.12549,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2385,436,0.52331,0.43685,0.91278,1.00,1.60938,0.04135,0.03519,0.39198,0.348,0.33333,0.42326,0.9609,0.32356,0.00,1.00,0.12549,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2386,437,0.52694,0.42771,0.91278,1.00,1.52246,0.01576,0.03519,0.39198,0.348,0.33333,0.26588,0.913,0.34213,0.00,1.00,0.12549,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2387,435,0.54527,0.40912,0.83763,1.00,1.50098,-0.38354,0.0567,0.46823,0.26979,0.33333,0.48583,0.97361,0.34115,0.00,1.00,0.12549,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2388,435,0.54527,0.40912,0.83763,1.00,1.50098,-0.38354,0.0567,0.46823,0.26979,0.33333,0.48583,0.97361,0.34115,0.00,1.00,0.12549,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2389,434,0.54351,0.43685,0.83763,1.00,1.72168,-0.31812,0.0567,0.46823,0.26979,0.33333,0.5523,0.97556,0.35582,0.00,1.00,0.12549,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2390,436,0.52331,0.43685,0.91278,1.00,1.60938,0.04135,0.03519,0.39198,0.348,0.33333,0.42326,0.9609,0.32356,0.00,1.00,0.12549,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2391,434,0.54351,0.43685,0.83763,1.00,1.72168,-0.31812,0.0567,0.46823,0.26979,0.33333,0.5523,0.97556,0.35582,0.00,1.00,0.12549,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2392,435,0.54527,0.40912,0.83763,1.00,1.50098,-0.38354,0.0567,0.46823,0.26979,0.33333,0.48583,0.97361,0.34115,0.00,1.00,0.12549,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2393,433,0.57197,0.38468,0.76826,1.00,1.42969,-0.79736,0.0958,0.49658,0.2043,0.33333,0.56989,0.97556,0.36559,0.00,1.00,0.1098,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2394,433,0.57197,0.38468,0.76826,1.00,1.42969,-0.79736,0.0958,0.49658,0.2043,0.33333,0.56989,0.97556,0.36559,0.00,1.00,0.1098,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2395,432,0.57108,0.43685,0.76826,1.00,1.83203,-0.67822,0.0958,0.49658,0.2043,0.33333,0.59238,0.97458,0.37341,0.00,1.00,0.12549,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2396,434,0.54351,0.43685,0.83763,1.00,1.72168,-0.31812,0.0567,0.46823,0.26979,0.33333,0.5523,0.97556,0.35582,0.00,1.00,0.12549,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2397,432,0.57108,0.43685,0.76826,1.00,1.83203,-0.67822,0.0958,0.49658,0.2043,0.33333,0.59238,0.97458,0.37341,0.00,1.00,0.12549,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2398,433,0.57197,0.38468,0.76826,1.00,1.42969,-0.79736,0.0958,0.49658,0.2043,0.33333,0.56989,0.97556,0.36559,0.00,1.00,0.1098,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2399,431,0.60307,0.35354,0.7064,1.00,1.31152,-1.22559,0.14663,0.50929,0.14565,0.33333,0.60899,0.97361,0.38416,0.00,1.00,0.06667,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2400,431,0.60307,0.35354,0.7064,1.00,1.31152,-1.22559,0.14663,0.50929,0.14565,0.33333,0.60899,0.97361,0.38416,0.00,1.00,0.06667,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2401,430,0.60536,0.43685,0.7064,1.00,1.94238,-1.03809,0.14663,0.50929,0.14565,0.33333,0.62659,0.97067,0.39296,0.00,1.00,0.08235,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2402,432,0.57108,0.43685,0.76826,1.00,1.83203,-0.67822,0.0958,0.49658,0.2043,0.33333,0.59238,0.97458,0.37341,0.00,1.00,0.12549,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2403,430,0.60536,0.43685,0.7064,1.00,1.94238,-1.03809,0.14663,0.50929,0.14565,0.33333,0.62659,0.97067,0.39296,0.00,1.00,0.08235,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2404,431,0.60307,0.35354,0.7064,1.00,1.31152,-1.22559,0.14663,0.50929,0.14565,0.33333,0.60899,0.97361,0.38416,0.00,1.00,0.06667,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2405,429,0.63967,0.31498,0.65357,1.00,1.15137,-1.66602,0.20723,0.5132,0.09384,0.33333,0.63832,0.97067,0.40567,0.00,1.00,0.03922,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2406,429,0.63967,0.31498,0.65357,1.00,1.15137,-1.66602,0.20723,0.5132,0.09384,0.33333,0.63832,0.97067,0.40567,0.00,1.00,0.03922,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2407,428,0.64549,0.43685,0.65357,1.00,2.05273,-1.39746,0.20723,0.5132,0.09384,0.33333,0.64712,0.9697,0.41349,0.00,1.00,0.05882,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2408,430,0.60536,0.43685,0.7064,1.00,1.94238,-1.03809,0.14663,0.50929,0.14565,0.33333,0.62659,0.97067,0.39296,0.00,1.00,0.08235,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2409,428,0.64549,0.43685,0.65357,1.00,2.05273,-1.39746,0.20723,0.5132,0.09384,0.33333,0.64712,0.9697,0.41349,0.00,1.00,0.05882,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2410,429,0.63967,0.31498,0.65357,1.00,1.15137,-1.66602,0.20723,0.5132,0.09384,0.33333,0.63832,0.97067,0.40567,0.00,1.00,0.03922,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2411,427,0.68075,0.27146,0.61106,1.00,0.95557,-2.11719,0.28152,0.51026,0.04985,0.33333,0.66178,0.96676,0.42717,0.00,1.00,0.06275,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2412,427,0.68075,0.27146,0.61106,1.00,0.95557,-2.11719,0.28152,0.51026,0.04985,0.33333,0.66178,0.96676,0.42717,0.00,1.00,0.06275,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2413,426,0.69047,0.43685,0.61106,1.00,2.16406,-1.75781,0.28152,0.51026,0.04985,0.33333,0.66373,0.96774,0.435,0.00,1.00,0.01961,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2414,428,0.64549,0.43685,0.65357,1.00,2.05273,-1.39746,0.20723,0.5132,0.09384,0.33333,0.64712,0.9697,0.41349,0.00,1.00,0.05882,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2415,426,0.69047,0.43685,0.61106,1.00,2.16406,-1.75781,0.28152,0.51026,0.04985,0.33333,0.66373,0.96774,0.435,0.00,1.00,0.01961,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2416,427,0.68075,0.27146,0.61106,1.00,0.95557,-2.11719,0.28152,0.51026,0.04985,0.33333,0.66178,0.96676,0.42717,0.00,1.00,0.06275,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2417,425,0.73161,0.22254,0.57993,1.00,0.7334,-2.57617,0.35973,0.50342,0.01955,0.33333,0.67742,0.96383,0.44966,0.00,1.00,0.00,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2418,425,0.73161,0.22254,0.57993,1.00,0.7334,-2.57617,0.35973,0.50342,0.01955,0.33333,0.67742,0.96383,0.44966,0.00,1.00,0.00,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2419,424,0.73922,0.43685,0.57993,1.00,2.27539,-2.11719,0.35973,0.50342,0.01955,0.33333,0.66276,0.9697,0.45748,0.00,1.00,0.00,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2420,426,0.69047,0.43685,0.61106,1.00,2.16406,-1.75781,0.28152,0.51026,0.04985,0.33333,0.66373,0.96774,0.435,0.00,1.00,0.01961,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2421,424,0.73922,0.43685,0.57993,1.00,2.27539,-2.11719,0.35973,0.50342,0.01955,0.33333,0.66276,0.9697,0.45748,0.00,1.00,0.00,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2422,425,0.73161,0.22254,0.57993,1.00,0.7334,-2.57617,0.35973,0.50342,0.01955,0.33333,0.67742,0.96383,0.44966,0.00,1.00,0.00,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2423,421,0.79216,0.1633,0.56094,1.00,0.49219,-3.04102,0.42913,0.49951,0.00489,0.33333,0.6608,0.97165,0.47214,0.00,1.00,0.06275,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2424,421,0.79216,0.1633,0.56094,1.00,0.49219,-3.04102,0.42913,0.49951,0.00489,0.33333,0.6608,0.97165,0.47214,0.00,1.00,0.06275,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2425,420,0.79054,0.43685,0.56094,1.00,2.38477,-2.47852,0.42913,0.49951,0.00489,0.33333,0.64125,0.97849,0.48094,0.00,1.00,0.00,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2426,424,0.73922,0.43685,0.57993,1.00,2.27539,-2.11719,0.35973,0.50342,0.01955,0.33333,0.66276,0.9697,0.45748,0.00,1.00,0.00,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2427,420,0.79054,0.43685,0.56094,1.00,2.38477,-2.47852,0.42913,0.49951,0.00489,0.33333,0.64125,0.97849,0.48094,0.00,1.00,0.00,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2428,421,0.79216,0.1633,0.56094,1.00,0.49219,-3.04102,0.42913,0.49951,0.00489,0.33333,0.6608,0.97165,0.47214,0.00,1.00,0.06275,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2429,422,0.84688,0.10626,0.5546,1.00,0.22266,-3.51367,0.46139,0.49951,0.00098,0.33333,0.64321,0.97849,0.48778,0.00,1.00,0.00,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2430,422,0.84688,0.10626,0.5546,1.00,0.22266,-3.51367,0.46139,0.49951,0.00098,0.33333,0.64321,0.97849,0.48778,0.00,1.00,0.00,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2431,423,0.84315,0.43685,0.55456,1.00,2.49219,-2.83789,0.46139,0.49951,0.00098,0.33333,0.63832,0.97947,0.48778,0.00,1.00,0.04706,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2432,420,0.79054,0.43685,0.56094,1.00,2.38477,-2.47852,0.42913,0.49951,0.00489,0.33333,0.64125,0.97849,0.48094,0.00,1.00,0.00,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
2433,417,0.5185,0.42068,0.91278,1.00,1.16504,0.00958,0.44868,0.96676,0.32845,0.33333,0.95992,0.40176,0.66862,0.00,1.00,0.12549,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
